Text_Type,Book,Chapter,Window,GG,GLG,GGG,G,LGL,L,LLG,LGG,GLL,GGL,LLL,LL,LG,GL
SN,CS,siddi,1220,0,48,0,1,97,0,1,1,3,49,0,0,1,0
SN,CS,siddi,1221,0,48,0,1,97,0,1,1,3,49,0,0,1,0
SN,CS,siddi,1222,1,48,2,1,93,0,1,1,4,48,1,0,1,0
SN,CS,siddi,1223,2,47,2,1,90,0,2,2,4,47,1,0,1,0
SN,CS,siddi,1224,3,47,6,1,86,0,5,3,7,46,1,0,1,0
SN,CS,siddi,1225,4,46,7,1,84,0,5,3,8,43,1,0,1,0
SN,CS,siddi,1226,5,44,7,1,80,0,6,4,9,41,1,0,1,0
SN,CS,siddi,1227,5,44,8,2,77,0,6,5,8,40,1,0,1,0
SN,CS,siddi,1228,5,43,9,3,74,0,7,6,8,38,1,0,1,0
SN,CS,siddi,1229,5,42,9,4,71,0,8,7,9,36,1,0,1,0
SN,CS,siddi,1230,5,42,9,5,68,0,8,7,9,36,1,0,1,0
